Data ID,STATUS,SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY
4042,Non-extinction,4,1,180,92,2.2,9
4043,Non-extinction,4,1,180,91,2.1,8
4044,Non-extinction,4,1,180,90,2.8,7
4045,Non-extinction,4,1,180,88,3.3,6
4046,Non-extinction,4,1,180,87,2.8,5
4047,Non-extinction,4,1,180,85,1.6,4
4048,Non-extinction,4,1,180,83,1.6,3
4049,Non-extinction,4,1,180,80,1.4,2
4050,Non-extinction,4,1,180,74,0,1
4051,Non-extinction,4,1,190,104,0,75
4052,Non-extinction,4,1,190,105,0,72
4053,Non-extinction,4,1,190,96,0,70
4054,Non-extinction,4,1,190,96,0,68
4055,Non-extinction,4,1,190,96,0,67
4056,Non-extinction,4,1,190,96,0,66
4057,Non-extinction,4,1,190,96,1,65
4058,Non-extinction,4,1,190,95,2.1,60
4059,Non-extinction,4,1,190,94,1.6,55
4060,Non-extinction,4,1,190,94,2.5,52
4061,Non-extinction,4,1,190,102,2.5,51
4062,Non-extinction,4,1,190,102,2.6,50
4063,Non-extinction,4,1,190,93,2.3,48
4064,Non-extinction,4,1,190,94,2.6,47
4065,Non-extinction,4,1,190,102,2.6,46
4066,Non-extinction,4,1,190,93,2.5,45
4067,Non-extinction,4,1,190,97,2.8,44
4068,Non-extinction,4,1,190,103,3.2,42
4069,Non-extinction,4,1,190,94,2.9,40
4070,Non-extinction,4,1,190,96,2.9,38
4071,Non-extinction,4,1,190,100,2.7,36
4072,Non-extinction,4,1,190,93,2.7,35
4073,Non-extinction,4,1,190,95,2.9,34
4074,Non-extinction,4,1,190,95,2.2,33
4075,Non-extinction,4,1,190,92,2.6,32
4076,Non-extinction,4,1,190,94,2.2,30
4077,Non-extinction,4,1,190,97,2.6,28
4078,Non-extinction,4,1,190,100,3.2,27
4079,Non-extinction,4,1,190,96,2.9,26
4080,Non-extinction,4,1,190,102,2.9,25
4081,Non-extinction,4,1,190,94,3.1,24
4082,Non-extinction,4,1,190,93,3.2,23
4083,Non-extinction,4,1,190,90,2.9,22
4084,Non-extinction,4,1,190,90,2.6,21
4085,Non-extinction,4,1,190,91,2.5,20
4086,Non-extinction,4,1,190,92,2,19
4087,Non-extinction,4,1,190,92,2.3,18
4088,Non-extinction,4,1,190,92,2.7,17
4089,Non-extinction,4,1,190,96,2.6,16
4090,Non-extinction,4,1,190,90,3.6,15
4091,Non-extinction,4,1,190,94,2.9,14
4092,Non-extinction,4,1,190,91,3.3,13
4093,Non-extinction,4,1,190,93,2,12
4094,Non-extinction,4,1,190,92,1.4,11
4095,Non-extinction,4,1,190,91,1.6,10
4096,Non-extinction,4,1,190,92,2,9
4097,Non-extinction,4,1,190,91,1.9,8
4098,Non-extinction,4,1,190,91,1.6,7
4099,Non-extinction,4,1,190,87,2.5,6
4100,Non-extinction,4,1,190,86,2.2,5
4101,Non-extinction,4,1,190,84,2,4
4102,Non-extinction,4,1,190,80,1.5,3
4103,Non-extinction,4,1,190,76,0.4,2
4104,Non-extinction,4,1,190,72,0,1
4105,Non-extinction,5,1,10,96,0,75
4106,Non-extinction,5,1,10,96,0,72
4107,Non-extinction,5,1,10,96,2.6,70
4108,Non-extinction,5,1,10,96,3.2,68
4109,Extinction,5,1,10,109,4.5,67
4110,Extinction,5,1,10,109,7.8,66
4111,Extinction,5,1,10,103,9.7,65
4112,Extinction,5,1,10,95,12,60
4113,Extinction,5,1,10,102,13.3,55
4114,Extinction,5,1,10,93,15.4,52
4115,Extinction,5,1,10,93,15.1,51
4116,Extinction,5,1,10,95,15.2,50
4117,Extinction,5,1,10,110,15.4,48
4118,Extinction,5,1,10,111,15.2,47
4119,Extinction,5,1,10,109,15.4,46
4120,Extinction,5,1,10,105,15.2,45
4121,Extinction,5,1,10,111,16,44
4122,Extinction,5,1,10,110,15.7,42
4123,Extinction,5,1,10,106,15.4,40
4124,Extinction,5,1,10,111,15.5,38
4125,Extinction,5,1,10,110,15.2,36
4126,Extinction,5,1,10,103,14.9,35
4127,Extinction,5,1,10,109,14.9,34
4128,Extinction,5,1,10,108,14.9,33
4129,Extinction,5,1,10,110,15.1,32
4130,Extinction,5,1,10,109,17,30
4131,Extinction,5,1,10,108,15.5,28
4132,Extinction,5,1,10,108,15.4,27
4133,Extinction,5,1,10,107,15.5,26
4134,Extinction,5,1,10,109,16.6,25
4135,Extinction,5,1,10,108,15.2,24
4136,Extinction,5,1,10,108,15.4,23
4137,Extinction,5,1,10,108,15.4,22
4138,Extinction,5,1,10,109,15.2,21
4139,Extinction,5,1,10,108,15.7,20
4140,Extinction,5,1,10,108,15.2,19
4141,Extinction,5,1,10,106,15.1,18
4142,Extinction,5,1,10,105,14.5,17
4143,Extinction,5,1,10,105,13.8,16
4144,Extinction,5,1,10,106,14.4,15
4145,Extinction,5,1,10,106,12.3,14
4146,Extinction,5,1,10,93,11.9,13
4147,Extinction,5,1,10,90,11.9,12
4148,Extinction,5,1,10,92,12.5,11
4149,Extinction,5,1,10,105,13.8,10
4150,Extinction,5,1,10,91,12.9,9
4151,Extinction,5,1,10,105,12.9,8
4152,Extinction,5,1,10,105,12.3,7
4153,Extinction,5,1,10,90,11.8,6
4154,Extinction,5,1,10,90,11,5
4155,Extinction,5,1,10,88,8.8,4
4156,Non-extinction,5,1,10,85,6,3
4157,Non-extinction,5,1,10,83,3.1,2
4158,Non-extinction,5,1,10,75,0.8,1
4159,Non-extinction,5,1,20,96,0,75
4160,Non-extinction,5,1,20,96,0,72
4161,Non-extinction,5,1,20,103,1,70
4162,Non-extinction,5,1,20,107,1.1,68
4163,Non-extinction,5,1,20,96,4,67
4164,Extinction,5,1,20,105,6.5,66
4165,Extinction,5,1,20,104,7.5,65
4166,Extinction,5,1,20,95,9,60
4167,Extinction,5,1,20,103,12,55
4168,Extinction,5,1,20,110,15,52
4169,Extinction,5,1,20,112,14.6,51
4170,Extinction,5,1,20,113,15.2,50
4171,Extinction,5,1,20,111,14.9,48
4172,Extinction,5,1,20,110,15.5,47
4173,Extinction,5,1,20,95,16,46
4174,Extinction,5,1,20,95,16.3,45
4175,Extinction,5,1,20,92,16,44
4176,Extinction,5,1,20,92,16,42
4177,Extinction,5,1,20,104,15.5,40
4178,Extinction,5,1,20,90,15.2,38
4179,Extinction,5,1,20,90,15.2,36
4180,Extinction,5,1,20,91,15,35
4181,Extinction,5,1,20,108,15.2,34
4182,Extinction,5,1,20,108,14.8,33
4183,Extinction,5,1,20,90,14.1,32
4184,Extinction,5,1,20,105,13.5,30
4185,Extinction,5,1,20,92,13.3,28
4186,Extinction,5,1,20,88,13.3,27
4187,Extinction,5,1,20,106,12.8,26
4188,Extinction,5,1,20,106,13.8,25
4189,Extinction,5,1,20,106,13.3,24
4190,Extinction,5,1,20,92,13.8,23
4191,Extinction,5,1,20,91,13.6,22
4192,Extinction,5,1,20,92,13.2,21
4193,Extinction,5,1,20,106,13.2,20
4194,Extinction,5,1,20,92,13.5,19
4195,Extinction,5,1,20,90,13.2,18
4196,Extinction,5,1,20,89,12.8,17
4197,Extinction,5,1,20,92,12.3,16
4198,Extinction,5,1,20,105,12.3,15
4199,Extinction,5,1,20,93,11.5,14
4200,Extinction,5,1,20,91,11.2,13
4201,Extinction,5,1,20,91,11.9,12
4202,Extinction,5,1,20,91,11.5,11
4203,Extinction,5,1,20,105,12.3,10
4204,Extinction,5,1,20,92,12,9
4205,Extinction,5,1,20,91,12.2,8
4206,Extinction,5,1,20,90,11.5,7
4207,Extinction,5,1,20,90,11,6
4208,Extinction,5,1,20,100,9.6,5
4209,Extinction,5,1,20,87,7.8,4
4210,Non-extinction,5,1,20,80,5,3
4211,Non-extinction,5,1,20,78,3.7,2
4212,Non-extinction,5,1,20,76,1,1
4213,Non-extinction,5,1,30,106,0,75
4214,Non-extinction,5,1,30,96,0,72
4215,Non-extinction,5,1,30,101,0.4,70
4216,Non-extinction,5,1,30,104,0.4,68
4217,Non-extinction,5,1,30,96,2.2,67
4218,Non-extinction,5,1,30,101,5,66
4219,Extinction,5,1,30,103,7,65
4220,Extinction,5,1,30,95,6.5,60
4221,Extinction,5,1,30,103,14.4,55
4222,Extinction,5,1,30,107,13.3,52
4223,Extinction,5,1,30,107,13.8,51
4224,Extinction,5,1,30,106,14.8,50
4225,Extinction,5,1,30,109,15.4,48
4226,Extinction,5,1,30,111,15.5,47
4227,Extinction,5,1,30,112,16,46
4228,Extinction,5,1,30,110,16,45
4229,Extinction,5,1,30,111,16.3,44
4230,Extinction,5,1,30,110,16.1,42
4231,Extinction,5,1,30,110,15.2,40
4232,Extinction,5,1,30,110,15.2,38
4233,Extinction,5,1,30,110,14.8,36
4234,Extinction,5,1,30,108,14.4,35
4235,Extinction,5,1,30,108,14.2,34
4236,Extinction,5,1,30,92,13.2,33
4237,Extinction,5,1,30,89,14.2,32
4238,Extinction,5,1,30,89,13.5,30
4239,Extinction,5,1,30,89,12.3,28
4240,Extinction,5,1,30,90,12,27
4241,Extinction,5,1,30,92,12.5,26
4242,Extinction,5,1,30,108,11.5,25
4243,Extinction,5,1,30,107,12.3,24
4244,Extinction,5,1,30,106,11.5,23
4245,Extinction,5,1,30,88,11.9,22
4246,Extinction,5,1,30,87,12,21
4247,Extinction,5,1,30,106,11.5,20
4248,Extinction,5,1,30,87,12.3,19
4249,Extinction,5,1,30,86,11.6,18
4250,Extinction,5,1,30,85,11,17
4251,Extinction,5,1,30,89,10.9,16
4252,Extinction,5,1,30,90,10.3,15
4253,Extinction,5,1,30,89,10.7,14
4254,Extinction,5,1,30,86,10,13
4255,Extinction,5,1,30,85,10.7,12
4256,Extinction,5,1,30,92,10.9,11
4257,Extinction,5,1,30,90,12,10
4258,Extinction,5,1,30,97,11.8,9
4259,Extinction,5,1,30,92,11.3,8
4260,Extinction,5,1,30,89,11.3,7
4261,Extinction,5,1,30,87,11,6
4262,Extinction,5,1,30,88,10.2,5
4263,Extinction,5,1,30,87,9.2,4
4264,Non-extinction,5,1,30,86,7.4,3
4265,Non-extinction,5,1,30,78,4.5,2
4266,Non-extinction,5,1,30,75,0,1
4267,Non-extinction,5,1,40,104,0,75
4268,Non-extinction,5,1,40,96,0,72
4269,Non-extinction,5,1,40,96,0,70
4270,Non-extinction,5,1,40,96,0,68
4271,Non-extinction,5,1,40,96,1.3,67
4272,Non-extinction,5,1,40,101,3.2,66
4273,Extinction,5,1,40,102,4.5,65
4274,Extinction,5,1,40,106,12.3,60
4275,Extinction,5,1,40,107,9.2,55
4276,Extinction,5,1,40,108,13.9,52
4277,Extinction,5,1,40,94,13.9,51
4278,Extinction,5,1,40,93,13.5,50
4279,Extinction,5,1,40,93,14.5,48
4280,Extinction,5,1,40,107,14.4,47
4281,Extinction,5,1,40,107,14.5,46
4282,Extinction,5,1,40,107,14.9,45
4283,Extinction,5,1,40,107,15.2,44
4284,Extinction,5,1,40,107,15.2,42
4285,Extinction,5,1,40,108,14.8,40
4286,Extinction,5,1,40,110,14.4,38
4287,Extinction,5,1,40,110,14.4,36
4288,Extinction,5,1,40,109,14.9,35
4289,Extinction,5,1,40,107,14.4,34
4290,Extinction,5,1,40,108,14.4,33
4291,Extinction,5,1,40,106,14.5,32
4292,Extinction,5,1,40,91,14.9,30
4293,Extinction,5,1,40,92,14.1,28
4294,Extinction,5,1,40,93,14.4,27
4295,Extinction,5,1,40,106,13.5,26
4296,Extinction,5,1,40,92,13.5,25
4297,Extinction,5,1,40,90,12.5,24
4298,Extinction,5,1,40,90,12.3,23
4299,Extinction,5,1,40,87,13.2,22
4300,Extinction,5,1,40,89,13.1,21
4301,Extinction,5,1,40,90,12.3,20
4302,Extinction,5,1,40,88,12,19
4303,Extinction,5,1,40,86,11.5,18
4304,Extinction,5,1,40,85,11.3,17
4305,Extinction,5,1,40,92,11.5,16
4306,Extinction,5,1,40,91,10.4,15
4307,Extinction,5,1,40,89,10.9,14
4308,Extinction,5,1,40,87,10,13
4309,Extinction,5,1,40,90,10,12
4310,Extinction,5,1,40,91,10.3,11
4311,Extinction,5,1,40,90,10,10
4312,Extinction,5,1,40,91,11.3,9
4313,Extinction,5,1,40,91,11.5,8
4314,Extinction,5,1,40,90,11,7
4315,Extinction,5,1,40,87,11.2,6
4316,Extinction,5,1,40,86,10,5
4317,Extinction,5,1,40,85,9.2,4
4318,Non-extinction,5,1,40,86,7.4,3
4319,Non-extinction,5,1,40,80,4.5,2
4320,Non-extinction,5,1,40,75,0,1
4321,Non-extinction,5,1,50,95,0,75
4322,Non-extinction,5,1,50,96,0,72
4323,Non-extinction,5,1,50,96,0,70
4324,Non-extinction,5,1,50,101,0,68
4325,Non-extinction,5,1,50,101,0,67
4326,Non-extinction,5,1,50,100,2.8,66
4327,Extinction,5,1,50,104,4,65
4328,Extinction,5,1,50,106,11.2,60
4329,Extinction,5,1,50,94,6.4,55
4330,Extinction,5,1,50,108,13.2,52
4331,Extinction,5,1,50,108,12.5,51
4332,Extinction,5,1,50,108,13.2,50
4333,Extinction,5,1,50,108,13.4,48
4334,Extinction,5,1,50,107,13.5,47
4335,Extinction,5,1,50,106,13.3,46
4336,Extinction,5,1,50,107,14.4,45
4337,Extinction,5,1,50,92,14.9,44
4338,Extinction,5,1,50,92,14.9,42
4339,Extinction,5,1,50,92,13.6,40
4340,Extinction,5,1,50,95,14.3,38
4341,Extinction,5,1,50,108,14.5,36
4342,Extinction,5,1,50,107,14.2,35
4343,Extinction,5,1,50,107,14.1,34
4344,Extinction,5,1,50,107,14.4,33
4345,Extinction,5,1,50,106,14.1,32
4346,Extinction,5,1,50,106,14.2,30
4347,Extinction,5,1,50,108,13.5,28
4348,Extinction,5,1,50,108,13.5,27
4349,Extinction,5,1,50,107,13.3,26
4350,Extinction,5,1,50,106,12.5,25
4351,Extinction,5,1,50,105,12.9,24
4352,Extinction,5,1,50,92,12.3,23
4353,Extinction,5,1,50,106,12.5,22
4354,Extinction,5,1,50,105,12.5,21
4355,Extinction,5,1,50,105,11.5,20
4356,Extinction,5,1,50,106,12.5,19
4357,Extinction,5,1,50,104,12,18
4358,Extinction,5,1,50,88,10.6,17
4359,Extinction,5,1,50,93,10.4,16
4360,Extinction,5,1,50,92,10.3,15
4361,Extinction,5,1,50,90,11,14
4362,Extinction,5,1,50,89,10,13
4363,Extinction,5,1,50,92,9.9,12
4364,Extinction,5,1,50,89,10.3,11
4365,Extinction,5,1,50,90,10.3,10
4366,Extinction,5,1,50,90,10.2,9
4367,Extinction,5,1,50,91,11.2,8
4368,Extinction,5,1,50,90,11.3,7
4369,Extinction,5,1,50,90,10.5,6
4370,Extinction,5,1,50,90,9.3,5
4371,Extinction,5,1,50,86,8.3,4
4372,Non-extinction,5,1,50,84,5.8,3
4373,Non-extinction,5,1,50,82,3.2,2
4374,Non-extinction,5,1,50,75,0,1
4375,Non-extinction,5,1,60,102,0,75
4376,Non-extinction,5,1,60,102,0,72
4377,Non-extinction,5,1,60,102,0,70
4378,Non-extinction,5,1,60,106,0,68
4379,Non-extinction,5,1,60,97,2.8,67
4380,Non-extinction,5,1,60,102,3.7,66
4381,Non-extinction,5,1,60,103,4.4,65
4382,Extinction,5,1,60,95,9.5,60
4383,Extinction,5,1,60,107,11,55
4384,Extinction,5,1,60,106,11,52
4385,Extinction,5,1,60,105,11.6,51
4386,Extinction,5,1,60,105,12.5,50
4387,Extinction,5,1,60,108,12.6,48
4388,Extinction,5,1,60,110,13.8,47
4389,Extinction,5,1,60,109,13.8,46
4390,Extinction,5,1,60,108,14.2,45
4391,Extinction,5,1,60,108,14.2,44
4392,Extinction,5,1,60,107,14.8,42
4393,Extinction,5,1,60,107,13.8,40
4394,Extinction,5,1,60,108,14.6,38
4395,Extinction,5,1,60,107,14.4,36
4396,Extinction,5,1,60,108,14.5,35
4397,Extinction,5,1,60,108,14.1,34
4398,Extinction,5,1,60,107,14.2,33
4399,Extinction,5,1,60,107,14.2,32
4400,Extinction,5,1,60,106,14,30
4401,Extinction,5,1,60,107,13.6,28
4402,Extinction,5,1,60,108,13.5,27
4403,Extinction,5,1,60,106,12.6,26
4404,Extinction,5,1,60,106,12.5,25
4405,Extinction,5,1,60,106,12.5,24
4406,Extinction,5,1,60,105,12.2,23
4407,Extinction,5,1,60,107,12.3,22
4408,Extinction,5,1,60,105,12.3,21
4409,Extinction,5,1,60,104,12,20
4410,Extinction,5,1,60,90,12.2,19
4411,Extinction,5,1,60,90,11.9,18
4412,Extinction,5,1,60,89,11.5,17
4413,Extinction,5,1,60,92,10.9,16
4414,Extinction,5,1,60,89,11.2,15
4415,Extinction,5,1,60,88,11,14
4416,Extinction,5,1,60,86,9.5,13
4417,Extinction,5,1,60,90,9.6,12
4418,Extinction,5,1,60,90,9.3,11
4419,Extinction,5,1,60,88,9.9,10
4420,Extinction,5,1,60,90,10.7,9
4421,Extinction,5,1,60,91,11,8
4422,Extinction,5,1,60,90,10.6,7
4423,Extinction,5,1,60,87,10.2,6
4424,Extinction,5,1,60,88,9.7,5
4425,Extinction,5,1,60,87,8.6,4
4426,Non-extinction,5,1,60,85,5.8,3
4427,Non-extinction,5,1,60,83,3.4,2
4428,Non-extinction,5,1,60,84,0,1
4429,Non-extinction,5,1,70,96,0,75
4430,Non-extinction,5,1,70,103,0,72
4431,Non-extinction,5,1,70,105,0,70
4432,Non-extinction,5,1,70,104,0,68
4433,Non-extinction,5,1,70,103,1.9,67
4434,Non-extinction,5,1,70,102,2.8,66
4435,Non-extinction,5,1,70,102,3.2,65
4436,Non-extinction,5,1,70,106,7.2,60
4437,Extinction,5,1,70,106,7.5,55
4438,Extinction,5,1,70,108,9.7,52
4439,Extinction,5,1,70,103,9.5,51
4440,Extinction,5,1,70,103,10.6,50
4441,Extinction,5,1,70,105,11,48
4442,Extinction,5,1,70,105,12.2,47
4443,Extinction,5,1,70,106,12,46
4444,Extinction,5,1,70,106,12.5,45
4445,Extinction,5,1,70,106,12.5,44
4446,Extinction,5,1,70,108,12.9,42
4447,Extinction,5,1,70,107,13.2,40
4448,Extinction,5,1,70,108,13.5,38
4449,Extinction,5,1,70,106,13.5,36
4450,Extinction,5,1,70,107,13.6,35
4451,Extinction,5,1,70,106,13,34
4452,Extinction,5,1,70,91,12.9,33
4453,Extinction,5,1,70,106,12.6,32
4454,Extinction,5,1,70,90,13,30
4455,Extinction,5,1,70,92,13.3,28
4456,Extinction,5,1,70,95,12.9,27
4457,Extinction,5,1,70,106,12,26
4458,Extinction,5,1,70,106,11.6,25
4459,Extinction,5,1,70,105,11.6,24
4460,Extinction,5,1,70,95,11.2,23
4461,Extinction,5,1,70,107,10.7,22
4462,Extinction,5,1,70,104,10.9,21
4463,Extinction,5,1,70,104,11,20
4464,Extinction,5,1,70,92,11.2,19
4465,Extinction,5,1,70,91,11,18
4466,Extinction,5,1,70,88,10.7,17
4467,Extinction,5,1,70,92,10.6,16
4468,Extinction,5,1,70,90,10.7,15
4469,Extinction,5,1,70,87,10.6,14
4470,Extinction,5,1,70,86,9.3,13
4471,Extinction,5,1,70,89,8.8,12
4472,Extinction,5,1,70,88,8.6,11
4473,Extinction,5,1,70,88,8.3,10
4474,Extinction,5,1,70,89,9.3,9
4475,Extinction,5,1,70,90,9.5,8
4476,Extinction,5,1,70,90,10.2,7
4477,Extinction,5,1,70,87,10.3,6
4478,Extinction,5,1,70,86,9.5,5
4479,Non-extinction,5,1,70,87,8.1,4
4480,Non-extinction,5,1,70,86,5.8,3
4481,Non-extinction,5,1,70,80,3.8,2
4482,Non-extinction,5,1,70,75,0,1
4483,Non-extinction,5,1,80,96,0,75
4484,Non-extinction,5,1,80,102,0,72
4485,Non-extinction,5,1,80,102,0,70
4486,Non-extinction,5,1,80,102,0,68
4487,Non-extinction,5,1,80,96,2,67
4488,Non-extinction,5,1,80,96,2.8,66
4489,Non-extinction,5,1,80,105,2.8,65
4490,Non-extinction,5,1,80,95,5.8,60
4491,Non-extinction,5,1,80,94,6.5,55
4492,Non-extinction,5,1,80,107,8.2,52
4493,Non-extinction,5,1,80,103,8.2,51
4494,Extinction,5,1,80,103,9,50
4495,Extinction,5,1,80,106,10.5,48
4496,Extinction,5,1,80,104,11.9,47
4497,Extinction,5,1,80,106,11.2,46
4498,Extinction,5,1,80,105,11.6,45
4499,Extinction,5,1,80,106,12,44
4500,Extinction,5,1,80,107,12.2,42
4501,Extinction,5,1,80,106,11.6,40
4502,Extinction,5,1,80,110,11.6,38
4503,Extinction,5,1,80,106,12.3,36
4504,Extinction,5,1,80,106,12.6,35
4505,Extinction,5,1,80,105,12.5,34
4506,Extinction,5,1,80,106,12.3,33
4507,Extinction,5,1,80,106,11.8,32
4508,Extinction,5,1,80,106,12.2,30
4509,Extinction,5,1,80,106,11.6,28
4510,Extinction,5,1,80,106,12,27
4511,Extinction,5,1,80,105,11.3,26
4512,Extinction,5,1,80,105,10.6,25
4513,Extinction,5,1,80,104,10.4,24
4514,Extinction,5,1,80,104,11.3,23
4515,Extinction,5,1,80,106,10.6,22
4516,Extinction,5,1,80,92,10.5,21
4517,Extinction,5,1,80,104,10,20
4518,Extinction,5,1,80,104,11,19
4519,Extinction,5,1,80,90,10.7,18
4520,Extinction,5,1,80,89,10.4,17
4521,Extinction,5,1,80,91,10.3,16
4522,Extinction,5,1,80,89,10.3,15
4523,Extinction,5,1,80,90,10.6,14
4524,Extinction,5,1,80,88,9.3,13
4525,Extinction,5,1,80,91,8.6,12
4526,Extinction,5,1,80,88,7.7,11
4527,Extinction,5,1,80,92,7.9,10
4528,Extinction,5,1,80,89,8.5,9
4529,Extinction,5,1,80,90,9.3,8
4530,Extinction,5,1,80,89,10,7
4531,Extinction,5,1,80,88,9.5,6
4532,Extinction,5,1,80,86,9.5,5
4533,Non-extinction,5,1,80,87,7.7,4
4534,Non-extinction,5,1,80,85,5,3
4535,Non-extinction,5,1,80,80,3.2,2
4536,Non-extinction,5,1,80,75,0,1
4537,Non-extinction,5,1,90,103,0,75
4538,Non-extinction,5,1,90,98,0,72
4539,Non-extinction,5,1,90,104,0,70
4540,Non-extinction,5,1,90,102,0,68
4541,Non-extinction,5,1,90,96,2.1,67
4542,Non-extinction,5,1,90,96,2.5,66
4543,Non-extinction,5,1,90,105,3.1,65
4544,Non-extinction,5,1,90,95,6.4,60
4545,Non-extinction,5,1,90,106,6.1,55
4546,Non-extinction,5,1,90,106,7,52
4547,Non-extinction,5,1,90,104,8.5,51
4548,Non-extinction,5,1,90,104,10,50
4549,Non-extinction,5,1,90,106,10.9,48
4550,Non-extinction,5,1,90,106,11,47
4551,Non-extinction,5,1,90,106,12,46
4552,Non-extinction,5,1,90,107,13.1,45
4553,Non-extinction,5,1,90,106,11.9,44
4554,Extinction,5,1,90,105,11,42
4555,Extinction,5,1,90,106,11,40
4556,Extinction,5,1,90,110,12.2,38
4557,Extinction,5,1,90,106,12.2,36
4558,Extinction,5,1,90,106,12.5,35
4559,Extinction,5,1,90,106,12.6,34
4560,Extinction,5,1,90,105,13.2,33
4561,Extinction,5,1,90,106,12.6,32
4562,Extinction,5,1,90,105,12.8,30
4563,Extinction,5,1,90,106,12.8,28
4564,Extinction,5,1,90,106,12,27
4565,Extinction,5,1,90,105,11.5,26
4566,Extinction,5,1,90,105,11,25
4567,Extinction,5,1,90,104,10.6,24
4568,Extinction,5,1,90,104,10.2,23
4569,Extinction,5,1,90,105,10.6,22
4570,Extinction,5,1,90,105,10,21
4571,Extinction,5,1,90,104,10.2,20
4572,Extinction,5,1,90,91,10.2,19
4573,Extinction,5,1,90,90,11.2,18
4574,Extinction,5,1,90,89,10.9,17
4575,Extinction,5,1,90,102,10.9,16
4576,Extinction,5,1,90,89,10.9,15
4577,Extinction,5,1,90,90,10.4,14
4578,Extinction,5,1,90,88,9.5,13
4579,Extinction,5,1,90,90,8.2,12
4580,Extinction,5,1,90,88,7.4,11
4581,Extinction,5,1,90,89,7.9,10
4582,Extinction,5,1,90,89,8.5,9
4583,Extinction,5,1,90,90,8.9,8
4584,Non-extinction,5,1,90,88,10,7
4585,Non-extinction,5,1,90,87,9.7,6
4586,Non-extinction,5,1,90,86,9.2,5
4587,Non-extinction,5,1,90,86,7.5,4
4588,Non-extinction,5,1,90,85,4.4,3
4589,Non-extinction,5,1,90,84,3.2,2
4590,Non-extinction,5,1,90,75,0,1
4591,Non-extinction,5,1,100,98,0,75
4592,Non-extinction,5,1,100,102,0,72
4593,Non-extinction,5,1,100,106,0,70
4594,Non-extinction,5,1,100,104,0,68
4595,Non-extinction,5,1,100,103,1.5,67
4596,Non-extinction,5,1,100,103,2.1,66
4597,Non-extinction,5,1,100,105,2.5,65
4598,Non-extinction,5,1,100,95,3.4,60
4599,Non-extinction,5,1,100,105,4.4,55
4600,Non-extinction,5,1,100,106,5.4,52
4601,Non-extinction,5,1,100,102,4.9,51
4602,Non-extinction,5,1,100,95,5.7,50
4603,Non-extinction,5,1,100,105,7.1,48
4604,Non-extinction,5,1,100,104,7.4,47
4605,Non-extinction,5,1,100,104,8.6,46
4606,Non-extinction,5,1,100,104,8.8,45
4607,Non-extinction,5,1,100,103,9.1,44
4608,Non-extinction,5,1,100,103,9.9,42
4609,Non-extinction,5,1,100,104,8.8,40
4610,Non-extinction,5,1,100,107,9.6,38
4611,Extinction,5,1,100,104,10.3,36
4612,Extinction,5,1,100,104,10.3,35
4613,Extinction,5,1,100,105,10,34
4614,Extinction,5,1,100,105,10,33
4615,Extinction,5,1,100,105,9,32
4616,Extinction,5,1,100,103,10.3,30
4617,Extinction,5,1,100,105,10.4,28
4618,Extinction,5,1,100,104,9.7,27
4619,Extinction,5,1,100,104,7.5,26
4620,Extinction,5,1,100,103,7.5,25
4621,Extinction,5,1,100,104,7.4,24
4622,Extinction,5,1,100,103,6.5,23
4623,Extinction,5,1,100,104,6.5,22
4624,Extinction,5,1,100,92,5.6,21
4625,Extinction,5,1,100,94,6,20
4626,Extinction,5,1,100,91,7.5,19
4627,Extinction,5,1,100,89,7,18
4628,Extinction,5,1,100,87,8.5,17
4629,Extinction,5,1,100,91,9,16
4630,Extinction,5,1,100,90,9.9,15
4631,Extinction,5,1,100,88,9.7,14
4632,Extinction,5,1,100,88,7.8,13
4633,Extinction,5,1,100,89,4.9,12
4634,Non-extinction,5,1,100,88,4.6,11
4635,Non-extinction,5,1,100,92,5.6,10
4636,Non-extinction,5,1,100,89,5.2,9
4637,Non-extinction,5,1,100,90,5.8,8
4638,Non-extinction,5,1,100,89,7.1,7
4639,Non-extinction,5,1,100,89,7.5,6
4640,Non-extinction,5,1,100,88,7,5
4641,Non-extinction,5,1,100,86,6.5,4
4642,Non-extinction,5,1,100,85,3.7,3
4643,Non-extinction,5,1,100,79,3,2
4644,Non-extinction,5,1,100,75,0,1
4645,Non-extinction,5,1,110,108,0,75
4646,Non-extinction,5,1,110,96,0,72
4647,Non-extinction,5,1,110,96,0,70
4648,Non-extinction,5,1,110,96,0,68
4649,Non-extinction,5,1,110,96,1.5,67
4650,Non-extinction,5,1,110,96,1.9,66
4651,Non-extinction,5,1,110,106,2.7,65
4652,Non-extinction,5,1,110,96,3.7,60
4653,Non-extinction,5,1,110,95,3.4,55
4654,Non-extinction,5,1,110,108,4.2,52
4655,Non-extinction,5,1,110,102,4.8,51
4656,Non-extinction,5,1,110,95,5,50
4657,Non-extinction,5,1,110,104,5.7,48
4658,Non-extinction,5,1,110,105,6.8,47
4659,Non-extinction,5,1,110,104,6.7,46
4660,Non-extinction,5,1,110,106,6.8,45
4661,Non-extinction,5,1,110,105,7.4,44
4662,Non-extinction,5,1,110,106,7.1,42
4663,Non-extinction,5,1,110,106,7.7,40
4664,Non-extinction,5,1,110,108,7.8,38
4665,Non-extinction,5,1,110,106,8.1,36
4666,Non-extinction,5,1,110,107,8.9,35
4667,Non-extinction,5,1,110,106,8.5,34
